time,open,high,low,close,tick_volume,spread,real_volume
2025-08-31 17:56:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 17:57:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 17:58:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 17:59:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:00:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:01:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:02:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:03:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:04:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:05:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:06:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:07:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:08:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:09:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:10:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:11:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:12:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:13:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:14:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:15:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:16:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:17:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:18:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:19:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:20:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:21:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:22:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:23:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:24:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:25:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:26:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:27:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:28:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:29:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:30:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:31:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:32:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:33:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:34:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:35:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:36:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:37:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:38:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:39:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:40:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:41:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:42:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:43:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:44:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:45:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:46:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:47:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:48:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:49:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:50:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:51:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:52:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:53:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:54:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:55:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:56:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:57:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:58:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 18:59:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:00:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:01:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:02:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:03:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:04:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:05:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:06:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:07:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:08:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:09:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:10:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:11:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:12:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:13:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:14:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:15:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:16:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:17:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:18:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:19:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:20:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:21:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:22:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:23:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:24:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:25:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:26:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:27:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:28:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:29:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:30:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:31:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:32:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:33:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:34:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:35:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:36:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:37:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:38:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:39:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:40:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:41:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:42:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:43:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:44:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:45:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:46:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:47:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:48:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:49:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:50:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:51:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:52:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:53:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:54:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:55:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:56:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:57:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:58:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 19:59:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:00:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:01:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:02:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:03:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:04:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:05:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:06:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:07:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:08:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:09:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:10:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:11:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:12:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:13:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:14:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:15:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:16:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:17:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:18:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:19:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:20:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:21:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:22:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:23:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:24:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:25:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:26:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:27:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:28:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:29:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:30:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:31:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:32:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:33:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:34:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:35:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:36:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:37:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:38:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:39:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:40:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:41:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:42:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:43:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:44:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:45:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:46:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:47:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:48:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:49:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:50:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:51:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:52:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:53:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:54:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:55:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:56:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:57:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:58:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 20:59:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:00:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:01:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:02:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:03:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:04:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:05:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:06:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:07:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:08:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:09:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:10:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:11:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:12:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:13:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:14:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:15:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:16:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:17:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:18:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:19:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:20:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:21:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:22:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:23:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:24:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:25:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:26:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:27:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:28:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:29:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:30:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:31:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:32:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:33:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:34:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:35:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:36:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:37:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:38:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:39:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:40:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:41:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:42:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:43:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:44:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:45:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:46:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:47:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:48:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:49:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:50:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:51:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:52:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:53:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:54:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:55:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:56:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:57:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:58:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 21:59:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:00:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:01:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:02:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:03:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:04:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:05:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:06:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:07:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:08:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:09:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:10:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:11:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:12:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:13:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:14:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:15:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:16:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:17:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:18:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:19:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:20:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:21:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:22:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:23:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:24:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:25:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:26:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:27:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:28:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:29:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:30:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:31:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:32:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:33:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:34:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:35:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:36:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:37:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:38:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:39:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:40:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:41:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:42:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:43:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:44:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:45:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:46:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:47:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:48:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:49:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:50:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:51:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:52:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:53:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:54:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:55:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:56:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:57:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
2025-08-31 22:58:00,0.58924,0.58931,0.58918,0.58926,0.0,0.00014,0.0
